,off_passing_Team,off_passing_Att,off_passing_Cmp,off_passing_Cmp %,off_passing_Yds/Att,off_passing_Pass Yds,off_passing_TD,off_passing_INT,off_passing_Rate,off_passing_1st,off_passing_1st%,off_passing_20+,off_passing_40+,off_passing_Lng,off_passing_Sck,off_passing_SckY,off_rushing_Team,off_rushing_Att,off_rushing_Rush Yds,off_rushing_YPC,off_rushing_TD,off_rushing_20+,off_rushing_40+,off_rushing_Lng,off_rushing_Rush 1st,off_rushing_Rush 1st%,off_rushing_Rush FUM,off_receiving_Team,off_receiving_Rec,off_receiving_Yds,off_receiving_Yds/Rec,off_receiving_TD,off_receiving_20+,off_receiving_40+,off_receiving_Lng,off_receiving_Rec 1st,off_receiving_Rec 1st%,off_receiving_Rec FUM,off_scoring_Team,off_scoring_Rsh TD,off_scoring_Rec TD,off_scoring_Tot TD,off_scoring_2-PT,off_downs_Team,off_downs_3rd Att,off_downs_3rd Md,off_downs_4th Att,off_downs_4th Md,off_downs_Rec 1st,off_downs_Rec 1st%,off_downs_Rush 1st,off_downs_Rush 1st%,off_downs_Scrm Plys,def_passing_Team,def_passing_Att,def_passing_Cmp,def_passing_Cmp %,def_passing_Yds/Att,def_passing_Yds,def_passing_TD,def_passing_INT,def_passing_Rate,def_passing_1st,def_passing_1st%,def_passing_20+,def_passing_40+,def_passing_Lng,def_passing_Sck,def_rushing_Team,def_rushing_Att,def_rushing_Rush Yds,def_rushing_YPC,def_rushing_TD,def_rushing_20+,def_rushing_40+,def_rushing_Lng,def_rushing_Rush 1st,def_rushing_Rush 1st%,def_rushing_Rush FUM,def_receiving_Team,def_receiving_Rec,def_receiving_Yds,def_receiving_Yds/Rec,def_receiving_TD,def_receiving_20+,def_receiving_40+,def_receiving_Lng,def_receiving_Rec 1st,def_receiving_Rec 1st%,def_receiving_Rec FUM,def_receiving_PDef,def_scoring_Team,def_scoring_FR TD,def_scoring_SFTY,def_scoring_INT TD,def_downs_Team,def_downs_3rd Att,def_downs_3rd Md,def_downs_4th Att,def_downs_4th Md,def_downs_Rec 1st,def_downs_Rec 1st%,def_downs_Rush 1st,def_downs_Rush 1st%,def_downs_Scrm Plys,def_tackles_Team,def_tackles_Sck,def_tackles_Comb,def_tackles_Asst,def_tackles_Solo,def_fumbles_Team,def_fumbles_FF,def_fumbles_FR,def_fumbles_FR TD,def_fumbles_Rec FUM,def_fumbles_Rush FUM,def_interceptions_Team,def_interceptions_INT,def_interceptions_INT TD,def_interceptions_INT Yds,def_interceptions_Lng,st_field-goals_Team,st_field-goals_FGM,st_field-goals_Att,st_field-goals_FG %,st_field-goals_1-19 > A-M,st_field-goals_20-29 > A-M,st_field-goals_30-39 > A-M,st_field-goals_40-49 > A-M,st_field-goals_50+ > A-M,st_field-goals_Lng,st_field-goals_FG Blk,st_scoring_Team,st_scoring_FGM,st_scoring_FG %,st_scoring_XPM,st_scoring_XP Pct,st_scoring_KRet TD,st_scoring_PRet T,st_kickoffs_Team,st_kickoffs_KO,st_kickoffs_Yds,st_kickoffs_TB,st_kickoffs_TB %,st_kickoffs_Ret,st_kickoffs_Ret Avg,st_kickoffs_OSK,st_kickoffs_OSK Rec,st_kickoffs_OOB,st_kickoffs_TD,st_punting_Team,st_punting_Net Avg,st_punting_Net Yds,st_punting_Punts,st_punting_Avg,st_punting_Lng,st_punting_Yds,st_punting_IN 20,st_punting_OOB,st_punting_Dn,st_punting_TB,st_punting_FC,st_punting_Ret,st_punting_RetY,st_punting_TD,st_punting_P Blk,st_punt-returns_Team,st_punt-returns_Avg,st_punt-returns_Ret,st_punt-returns_Yds,st_punt-returns_PRet T,st_punt-returns_20+,st_punt-returns_40+,st_punt-returns_Lng,st_punt-returns_FC,st_punt-returns_FUM,st_punt-returns_P Blk,Year
10,Vikings  Vikings,344,173,50.3,6.9,2378,12,15,66.3,0,0.0,0,0,0,29,197,Vikings  Vikings,508,1634,3.2,16,0,0,0,0,0.0,0,Vikings  Vikings,173,2378,13.7,12,0,0,0,0,0.0,0,Vikings  Vikings,16,12,35,0,Vikings  Vikings,0,0,0,0,0,0.0,0,0.0,881,Vikings  Vikings,367,195,53.1,4.9,1438,6,28,40.4,0,0.0,0,0,0,49,Vikings  Vikings,398,1365,3.4,4,0,0,0,0,0.0,0,Vikings  Vikings,195,1798,9.2,6,0,0,0,0,0.0,0,0,Vikings  Vikings,0,0,2,Vikings  Vikings,0,0,0,0,0,0.0,0,0.0,814,Vikings  Vikings,0,0,0,0,Vikings  Vikings,0,0,0,0,0,Vikings  Vikings,28,2,412,0,Vikings  Vikings,30,46,65.2,,,,,,0,0,Vikings  Vikings,30,65.2,35,100.0,0,0,Vikings  Vikings,0,0,0,0.0,0,0.0,0,0,0,0,Vikings  Vikings,0.0,0,61,37.9,0,2309,0,0,0,0,0,0,0,0,0,Vikings  Vikings,6.2,35,216,0,0,0,0,0,0,0,1970
11,Dolphins  Dolphins,299,159,53.2,7.6,2284,15,19,68.5,0,0.0,0,0,0,36,327,Dolphins  Dolphins,492,2082,4.2,14,0,0,0,0,0.0,0,Dolphins  Dolphins,159,2284,14.4,15,0,0,0,0,0.0,0,Dolphins  Dolphins,14,15,33,0,Dolphins  Dolphins,0,0,0,0,0,0.0,0,0.0,827,Dolphins  Dolphins,403,234,58.1,6.7,2551,17,23,68.8,0,0.0,0,0,0,18,Dolphins  Dolphins,387,1453,3.8,8,0,0,0,0,0.0,0,Dolphins  Dolphins,234,2708,11.6,17,0,0,0,0,0.0,0,0,Dolphins  Dolphins,0,0,1,Dolphins  Dolphins,0,0,0,0,0,0.0,0,0.0,808,Dolphins  Dolphins,0,0,0,0,Dolphins  Dolphins,0,0,0,0,0,Dolphins  Dolphins,23,1,414,0,Dolphins  Dolphins,22,30,73.3,,,,,,0,0,Dolphins  Dolphins,22,73.3,33,100.0,1,1,Dolphins  Dolphins,0,0,0,0.0,0,0.0,0,0,0,0,Dolphins  Dolphins,0.0,0,58,41.2,0,2392,0,0,0,0,0,0,0,0,0,Dolphins  Dolphins,9.8,30,295,1,0,0,0,0,0,0,1970
12,Raiders  Raiders,418,210,50.2,7.2,3029,28,21,75.5,0,0.0,0,0,0,19,164,Raiders  Raiders,471,1964,4.2,7,0,0,0,0,0.0,0,Raiders  Raiders,210,3029,14.4,28,0,0,0,0,0.0,0,Raiders  Raiders,7,28,36,0,Raiders  Raiders,0,0,0,0,0,0.0,0,0.0,908,Raiders  Raiders,339,157,46.3,7.0,2089,22,19,68.3,0,0.0,0,0,0,39,Raiders  Raiders,460,2027,4.4,10,0,0,0,0,0.0,0,Raiders  Raiders,157,2386,15.2,22,0,0,0,0,0.0,0,0,Raiders  Raiders,0,0,0,Raiders  Raiders,0,0,0,0,0,0.0,0,0.0,838,Raiders  Raiders,0,0,0,0,Raiders  Raiders,0,0,0,0,0,Raiders  Raiders,19,0,112,0,Raiders  Raiders,16,29,55.2,,,,,,0,0,Raiders  Raiders,16,55.2,36,100.0,0,1,Raiders  Raiders,0,0,0,0.0,0,0.0,0,0,0,0,Raiders  Raiders,0.0,0,79,39.5,0,3121,0,0,0,0,0,0,0,0,0,Raiders  Raiders,8.3,37,308,1,0,0,0,0,0,0,1970
13,Rams  Rams,426,218,51.2,6.2,2658,17,13,71.3,0,0.0,0,0,0,23,150,Rams  Rams,430,1763,4.1,12,0,0,0,0,0.0,0,Rams  Rams,218,2658,12.2,17,0,0,0,0,0.0,0,Rams  Rams,12,17,34,0,Rams  Rams,0,0,0,0,0,0.0,0,0.0,879,Rams  Rams,378,196,51.9,6.9,2189,15,19,66.4,0,0.0,0,0,0,53,Rams  Rams,395,1359,3.4,6,0,0,0,0,0.0,0,Rams  Rams,196,2615,13.3,15,0,0,0,0,0.0,0,0,Rams  Rams,0,0,2,Rams  Rams,0,0,0,0,0,0.0,0,0.0,826,Rams  Rams,0,0,0,0,Rams  Rams,0,0,0,0,0,Rams  Rams,19,2,280,0,Rams  Rams,29,45,64.4,,,,,,0,0,Rams  Rams,29,64.4,34,100.0,1,0,Rams  Rams,0,0,0,0.0,0,0.0,0,0,0,0,Rams  Rams,0.0,0,67,39.1,0,2618,0,0,0,0,0,0,0,0,0,Rams  Rams,6.7,62,418,0,0,0,0,0,0,0,1970
14,Chiefs  Chiefs,289,154,53.3,7.1,2038,13,16,67.8,0,0.0,0,0,0,38,319,Chiefs  Chiefs,448,1858,4.1,11,0,0,0,0,0.0,0,Chiefs  Chiefs,154,2038,13.2,13,0,0,0,0,0.0,0,Chiefs  Chiefs,11,13,26,0,Chiefs  Chiefs,0,0,0,0,0,0.0,0,0.0,775,Chiefs  Chiefs,408,195,47.8,5.6,2010,15,31,45.8,0,0.0,0,0,0,35,Chiefs  Chiefs,418,1657,4.0,10,0,0,0,0,0.0,0,Chiefs  Chiefs,195,2280,11.7,15,0,0,0,0,0.0,0,0,Chiefs  Chiefs,0,0,1,Chiefs  Chiefs,0,0,0,0,0,0.0,0,0.0,861,Chiefs  Chiefs,0,0,0,0,Chiefs  Chiefs,0,0,0,0,0,Chiefs  Chiefs,31,1,395,0,Chiefs  Chiefs,30,42,71.4,,,,,,0,0,Chiefs  Chiefs,30,71.4,26,100.0,0,0,Chiefs  Chiefs,0,0,0,0.0,0,0.0,0,0,0,0,Chiefs  Chiefs,0.0,0,76,44.9,0,3415,0,0,0,0,0,0,0,0,0,Chiefs  Chiefs,12.0,31,371,0,0,0,0,0,0,0,1970
15,Colts  Colts,416,219,52.6,7.4,3087,23,22,73.3,0,0.0,0,0,0,33,289,Colts  Colts,411,1336,3.3,9,0,0,0,0,0.0,0,Colts  Colts,219,3087,14.1,23,0,0,0,0,0.0,0,Colts  Colts,9,23,38,0,Colts  Colts,0,0,0,0,0,0.0,0,0.0,860,Colts  Colts,452,238,52.7,6.2,2406,16,25,60.3,0,0.0,0,0,0,41,Colts  Colts,390,1439,3.7,6,0,0,0,0,0.0,0,Colts  Colts,238,2780,11.7,16,0,0,0,0,0.0,0,0,Colts  Colts,0,0,3,Colts  Colts,0,0,0,0,0,0.0,0,0.0,883,Colts  Colts,0,0,0,0,Colts  Colts,0,0,0,0,0,Colts  Colts,25,3,408,0,Colts  Colts,19,34,55.9,,,,,,0,0,Colts  Colts,19,55.9,36,94.7,1,1,Colts  Colts,0,0,0,0.0,0,0.0,0,0,0,0,Colts  Colts,0.0,0,63,44.7,0,2819,0,0,0,0,0,0,0,0,0,Colts  Colts,9.8,36,351,1,0,0,0,0,0,0,1970
16,Oilers  Oilers,470,238,50.6,5.9,2768,12,23,56.9,0,0.0,0,0,0,33,262,Oilers  Oilers,419,1556,3.7,10,0,0,0,0,0.0,0,Oilers  Oilers,238,2768,11.6,12,0,0,0,0,0.0,0,Oilers  Oilers,10,12,23,0,Oilers  Oilers,0,0,0,0,0,0.0,0,0.0,922,Oilers  Oilers,344,164,47.7,8.3,2605,25,18,78.8,0,0.0,0,0,0,30,Oilers  Oilers,466,1793,3.8,16,0,0,0,0,0.0,0,Oilers  Oilers,164,2851,17.4,25,0,0,0,0,0.0,0,0,Oilers  Oilers,0,1,0,Oilers  Oilers,0,0,0,0,0,0.0,0,0.0,840,Oilers  Oilers,0,0,0,0,Oilers  Oilers,0,0,0,0,0,Oilers  Oilers,18,0,242,0,Oilers  Oilers,18,32,56.3,,,,,,0,0,Oilers  Oilers,18,56.3,23,100.0,0,0,Oilers  Oilers,0,0,0,0.0,0,0.0,0,0,0,0,Oilers  Oilers,0.0,0,84,42.4,0,3559,0,0,0,0,0,0,0,0,0,Oilers  Oilers,6.3,41,257,0,0,0,0,0,0,0,1970
17,Packers  Packers,351,177,50.4,6.3,2196,11,24,52.1,0,0.0,0,0,0,43,382,Packers  Packers,453,1595,3.5,8,0,0,0,0,0.0,0,Packers  Packers,177,2196,12.4,11,0,0,0,0,0.0,0,Packers  Packers,8,11,22,0,Packers  Packers,0,0,0,0,0,0.0,0,0.0,847,Packers  Packers,369,177,48.0,6.8,2226,13,20,59.4,0,0.0,0,0,0,32,Packers  Packers,453,1829,4.0,14,0,0,0,0,0.0,0,Packers  Packers,177,2496,14.1,13,0,0,0,0,0.0,0,0,Packers  Packers,0,0,1,Packers  Packers,0,0,0,0,0,0.0,0,0.0,854,Packers  Packers,0,0,0,0,Packers  Packers,0,0,0,0,0,Packers  Packers,20,1,398,0,Packers  Packers,15,28,53.6,,,,,,0,0,Packers  Packers,15,53.6,19,90.5,2,0,Packers  Packers,0,0,0,0.0,0,0.0,0,0,0,0,Packers  Packers,0.0,0,87,40.2,0,3501,0,0,0,0,0,0,0,0,0,Packers  Packers,3.9,25,98,0,0,0,0,0,0,0,1970
18,Lions  Lions,294,167,56.8,7.2,2121,19,12,84.0,0,0.0,0,0,0,36,264,Lions  Lions,514,2127,4.1,16,0,0,0,0,0.0,0,Lions  Lions,167,2121,12.7,19,0,0,0,0,0.0,0,Lions  Lions,16,19,41,0,Lions  Lions,0,0,0,0,0,0.0,0,0.0,844,Lions  Lions,371,194,52.3,6.7,2296,14,28,54.8,0,0.0,0,0,0,23,Lions  Lions,362,1152,3.2,7,0,0,0,0,0.0,0,Lions  Lions,194,2491,12.8,14,0,0,0,0,0.0,0,0,Lions  Lions,0,0,4,Lions  Lions,0,0,0,0,0,0.0,0,0.0,756,Lions  Lions,0,0,0,0,Lions  Lions,0,0,0,0,0,Lions  Lions,28,4,417,0,Lions  Lions,20,29,69.0,,,,,,0,0,Lions  Lions,20,69.0,41,100.0,1,1,Lions  Lions,0,0,0,0.0,0,0.0,0,0,0,0,Lions  Lions,0.0,0,62,40.0,0,2483,0,0,0,0,0,0,0,0,0,Lions  Lions,9.0,34,306,1,0,0,0,0,0,0,1970
19,Broncos  Broncos,403,183,45.4,5.9,2358,11,28,44.5,0,0.0,0,0,0,44,333,Broncos  Broncos,436,1802,4.1,17,0,0,0,0,0.0,0,Broncos  Broncos,183,2358,12.9,11,0,0,0,0,0.0,0,Broncos  Broncos,17,11,28,0,Broncos  Broncos,0,0,0,0,0,0.0,0,0.0,883,Broncos  Broncos,379,191,50.4,7.4,2354,20,16,75.0,0,0.0,0,0,0,50,Broncos  Broncos,409,1351,3.3,7,0,0,0,0,0.0,0,Broncos  Broncos,191,2810,14.7,20,0,0,0,0,0.0,0,0,Broncos  Broncos,0,2,0,Broncos  Broncos,0,0,0,0,0,0.0,0,0.0,838,Broncos  Broncos,0,0,0,0,Broncos  Broncos,0,0,0,0,0,Broncos  Broncos,16,0,220,0,Broncos  Broncos,18,32,56.3,,,,,,0,0,Broncos  Broncos,18,56.3,27,96.4,0,0,Broncos  Broncos,0,0,0,0.0,0,0.0,0,0,0,0,Broncos  Broncos,0.0,0,87,42.9,0,3732,0,0,0,0,0,0,0,0,0,Broncos  Broncos,8.8,63,556,0,0,0,0,0,0,0,1970
20,Cowboys  Cowboys,297,149,50.2,8.2,2445,18,16,75.9,0,0.0,0,0,0,39,296,Cowboys  Cowboys,522,2300,4.4,16,0,0,0,0,0.0,0,Cowboys  Cowboys,149,2445,16.4,18,0,0,0,0,0.0,0,Cowboys  Cowboys,16,18,35,0,Cowboys  Cowboys,0,0,0,0,0,0.0,0,0.0,858,Cowboys  Cowboys,399,193,48.4,5.6,1913,10,24,48.9,0,0.0,0,0,0,41,Cowboys  Cowboys,415,1656,4.0,10,0,0,0,0,0.0,0,Cowboys  Cowboys,193,2226,11.5,10,0,0,0,0,0.0,0,0,Cowboys  Cowboys,0,0,0,Cowboys  Cowboys,0,0,0,0,0,0.0,0,0.0,855,Cowboys  Cowboys,0,0,0,0,Cowboys  Cowboys,0,0,0,0,0,Cowboys  Cowboys,24,0,307,0,Cowboys  Cowboys,18,27,66.7,,,,,,0,0,Cowboys  Cowboys,18,66.7,35,100.0,1,0,Cowboys  Cowboys,0,0,0,0.0,0,0.0,0,0,0,0,Cowboys  Cowboys,0.0,0,69,41.3,0,2847,0,0,0,0,0,0,0,0,0,Cowboys  Cowboys,7.4,32,237,0,0,0,0,0,0,0,1970
21,Browns  Browns,392,190,48.5,7.0,2752,17,24,60.7,0,0.0,0,0,0,16,170,Browns  Browns,462,1579,3.4,14,0,0,0,0,0.0,0,Browns  Browns,190,2752,14.5,17,0,0,0,0,0.0,0,Browns  Browns,14,17,35,0,Browns  Browns,0,0,0,0,0,0.0,0,0.0,870,Browns  Browns,357,186,52.1,7.1,2238,16,19,67.8,0,0.0,0,0,0,34,Browns  Browns,451,2006,4.4,10,0,0,0,0,0.0,0,Browns  Browns,186,2528,13.6,16,0,0,0,0,0.0,0,0,Browns  Browns,0,3,3,Browns  Browns,0,0,0,0,0,0.0,0,0.0,842,Browns  Browns,0,0,0,0,Browns  Browns,0,0,0,0,0,Browns  Browns,19,3,324,0,Browns  Browns,12,22,54.5,,,,,,0,0,Browns  Browns,12,54.5,34,97.1,1,0,Browns  Browns,0,0,0,0.0,0,0.0,0,0,0,0,Browns  Browns,0.0,0,71,42.6,0,3023,0,0,0,0,0,0,0,0,0,Browns  Browns,6.9,34,236,0,0,0,0,0,0,0,1970
22,Bengals  Bengals,339,172,50.7,6.2,2097,12,11,68.4,0,0.0,0,0,0,31,227,Bengals  Bengals,461,2057,4.5,16,0,0,0,0,0.0,0,Bengals  Bengals,172,2097,12.2,12,0,0,0,0,0.0,0,Bengals  Bengals,16,12,34,0,Bengals  Bengals,0,0,0,0,0,0.0,0,0.0,831,Bengals  Bengals,428,209,48.8,6.7,2635,18,23,62.5,0,0.0,0,0,0,28,Bengals  Bengals,418,1543,3.7,11,0,0,0,0,0.0,0,Bengals  Bengals,209,2885,13.8,18,0,0,0,0,0.0,0,0,Bengals  Bengals,0,0,0,Bengals  Bengals,0,0,0,0,0,0.0,0,0.0,874,Bengals  Bengals,0,0,0,0,Bengals  Bengals,0,0,0,0,0,Bengals  Bengals,23,0,180,0,Bengals  Bengals,25,37,67.6,,,,,,0,0,Bengals  Bengals,25,67.6,33,100.0,1,1,Bengals  Bengals,0,0,0,0.0,0,0.0,0,0,0,0,Bengals  Bengals,0.0,0,79,46.2,0,3651,0,0,0,0,0,0,0,0,0,Bengals  Bengals,8.8,37,327,1,0,0,0,0,0,0,1970
23,Bears  Bears,422,210,49.8,5.8,2431,21,22,62.4,0,0.0,0,0,0,33,258,Bears  Bears,353,1092,3.1,3,0,0,0,0,0.0,0,Bears  Bears,210,2431,11.6,21,0,0,0,0,0.0,0,Bears  Bears,3,21,28,0,Bears  Bears,0,0,0,0,0,0.0,0,0.0,808,Bears  Bears,394,233,59.1,7.4,2596,18,17,79.5,0,0.0,0,0,0,42,Bears  Bears,459,1471,3.2,11,0,0,0,0,0.0,0,Bears  Bears,233,2925,12.6,18,0,0,0,0,0.0,0,0,Bears  Bears,0,0,0,Bears  Bears,0,0,0,0,0,0.0,0,0.0,895,Bears  Bears,0,0,0,0,Bears  Bears,0,0,0,0,0,Bears  Bears,17,0,129,0,Bears  Bears,20,34,58.8,,,,,,0,0,Bears  Bears,20,58.8,28,100.0,4,0,Bears  Bears,0,0,0,0.0,0,0.0,0,0,0,0,Bears  Bears,0.0,0,84,40.8,0,3424,0,0,0,0,0,0,0,0,0,Bears  Bears,4.3,57,246,0,0,0,0,0,0,0,1970
24,Bills  Bills,402,213,53.0,7.3,2916,13,26,60.3,0,0.0,0,0,0,53,486,Bills  Bills,367,1465,4.0,8,0,0,0,0,0.0,0,Bills  Bills,213,2916,13.7,13,0,0,0,0,0.0,0,Bills  Bills,8,13,25,0,Bills  Bills,0,0,0,0,0,0.0,0,0.0,822,Bills  Bills,338,157,46.4,6.9,2088,15,11,70.8,0,0.0,0,0,0,31,Bills  Bills,484,1718,3.5,16,0,0,0,0,0.0,0,Bills  Bills,157,2334,14.9,15,0,0,0,0,0.0,0,0,Bills  Bills,0,0,2,Bills  Bills,0,0,0,0,0,0.0,0,0.0,853,Bills  Bills,0,0,0,0,Bills  Bills,0,0,0,0,0,Bills  Bills,11,2,179,0,Bills  Bills,10,19,52.6,,,,,,0,0,Bills  Bills,10,52.6,24,96.0,2,0,Bills  Bills,0,0,0,0.0,0,0.0,0,0,0,0,Bills  Bills,0.0,0,83,38.9,0,3228,0,0,0,0,0,0,0,0,0,Bills  Bills,6.6,45,298,0,0,0,0,0,0,0,1970
25,Falcons  Falcons,342,197,57.6,6.6,2262,18,21,69.6,0,0.0,0,0,0,53,431,Falcons  Falcons,431,1600,3.7,4,0,0,0,0,0.0,0,Falcons  Falcons,197,2262,11.5,18,0,0,0,0,0.0,0,Falcons  Falcons,4,18,26,0,Falcons  Falcons,0,0,0,0,0,0.0,0,0.0,826,Falcons  Falcons,348,191,54.9,6.9,2154,11,19,64.3,0,0.0,0,0,0,30,Falcons  Falcons,479,1722,3.6,14,0,0,0,0,0.0,0,Falcons  Falcons,191,2397,12.5,11,0,0,0,0,0.0,0,0,Falcons  Falcons,0,0,0,Falcons  Falcons,0,0,0,0,0,0.0,0,0.0,857,Falcons  Falcons,0,0,0,0,Falcons  Falcons,0,0,0,0,0,Falcons  Falcons,19,0,191,0,Falcons  Falcons,9,25,36.0,,,,,,0,0,Falcons  Falcons,9,36.0,23,88.5,0,2,Falcons  Falcons,0,0,0,0.0,0,0.0,0,0,0,0,Falcons  Falcons,0.0,0,76,38.7,0,2944,0,0,0,0,0,0,0,0,0,Falcons  Falcons,10.5,34,356,2,0,0,0,0,0,0,1970
0,Redskins  Redskins,334,182,54.5,7.2,2391,13,15,71.6,0,0.0,0,0,0,17,118,Redskins  Redskins,477,1757,3.7,8,0,0,0,0,0.0,0,Redskins  Redskins,182,2391,13.1,13,0,0,0,0,0.0,0,Redskins  Redskins,8,13,27,0,Redskins  Redskins,0,0,0,0,0,0.0,0,0.0,828,Redskins  Redskins,411,191,46.5,6.0,2127,11,29,45.1,0,0.0,0,0,0,36,Redskins  Redskins,408,1396,3.4,7,0,0,0,0,0.0,0,Redskins  Redskins,191,2448,12.8,11,0,0,0,0,0.0,0,0,Redskins  Redskins,0,0,5,Redskins  Redskins,0,0,0,0,0,0.0,0,0.0,855,Redskins  Redskins,0,0,0,0,Redskins  Redskins,0,0,0,0,0,Redskins  Redskins,29,5,480,0,Redskins  Redskins,29,49,59.2,,,,,,0,0,Redskins  Redskins,29,59.2,27,100.0,0,0,Redskins  Redskins,0,0,0,0.0,0,0.0,0,0,0,0,Redskins  Redskins,0.0,0,58,40.5,0,2348,0,0,0,0,0,0,0,0,0,Redskins  Redskins,9.5,45,427,0,0,0,0,0,0,0,1971
1,49ers  49ers,391,209,53.5,6.9,2688,18,24,65.0,0,0.0,0,0,0,11,111,49ers  49ers,498,2129,4.3,12,0,0,0,0,0.0,0,49ers  49ers,209,2688,12.9,18,0,0,0,0,0.0,0,49ers  49ers,12,18,33,0,49ers  49ers,0,0,0,0,0,0.0,0,0.0,900,49ers  49ers,341,152,44.6,6.8,2011,17,14,67.0,0,0.0,0,0,0,38,49ers  49ers,408,1668,4.1,4,0,0,0,0,0.0,0,49ers  49ers,152,2309,15.2,17,0,0,0,0,0.0,0,0,49ers  49ers,0,0,0,49ers  49ers,0,0,0,0,0,0.0,0,0.0,787,49ers  49ers,0,0,0,0,49ers  49ers,0,0,0,0,0,49ers  49ers,14,0,186,0,49ers  49ers,23,36,63.9,,,,,,0,0,49ers  49ers,23,63.9,32,100.0,0,0,49ers  49ers,0,0,0,0.0,0,0.0,0,0,0,0,49ers  49ers,0.0,0,51,38.7,0,1974,0,0,0,0,0,0,0,0,0,49ers  49ers,6.9,39,268,0,0,0,0,0,0,0,1971
2,Chargers  Chargers,450,244,54.2,7.3,3305,23,28,69.0,0,0.0,0,0,0,19,171,Chargers  Chargers,390,1604,4.1,11,0,0,0,0,0.0,0,Chargers  Chargers,244,3305,13.5,23,0,0,0,0,0.0,0,Chargers  Chargers,11,23,37,0,Chargers  Chargers,0,0,0,0,0,0.0,0,0.0,859,Chargers  Chargers,347,193,55.6,7.0,2262,15,22,65.7,0,0.0,0,0,0,19,Chargers  Chargers,493,2296,4.7,25,0,0,0,0,0.0,0,Chargers  Chargers,193,2439,12.6,15,0,0,0,0,0.0,0,0,Chargers  Chargers,0,1,2,Chargers  Chargers,0,0,0,0,0,0.0,0,0.0,859,Chargers  Chargers,0,0,0,0,Chargers  Chargers,0,0,0,0,0,Chargers  Chargers,22,2,317,0,Chargers  Chargers,17,29,58.6,,,,,,0,0,Chargers  Chargers,17,58.6,36,97.3,0,0,Chargers  Chargers,0,0,0,0.0,0,0.0,0,0,0,0,Chargers  Chargers,0.0,0,55,43.5,0,2392,0,0,0,0,0,0,0,0,0,Chargers  Chargers,5.8,37,215,0,0,0,0,0,0,0,1971
3,Steelers  Steelers,414,214,51.7,5.9,2446,15,26,55.7,0,0.0,0,0,0,37,322,Steelers  Steelers,416,1758,4.2,10,0,0,0,0,0.0,0,Steelers  Steelers,214,2446,11.4,15,0,0,0,0,0.0,0,Steelers  Steelers,10,15,28,0,Steelers  Steelers,0,0,0,0,0,0.0,0,0.0,867,Steelers  Steelers,408,235,57.6,7.5,2766,16,17,77.0,0,0.0,0,0,0,33,Steelers  Steelers,440,1482,3.4,13,0,0,0,0,0.0,0,Steelers  Steelers,235,3060,13.0,16,0,0,0,0,0.0,0,0,Steelers  Steelers,0,0,1,Steelers  Steelers,0,0,0,0,0,0.0,0,0.0,881,Steelers  Steelers,0,0,0,0,Steelers  Steelers,0,0,0,0,0,Steelers  Steelers,17,1,246,0,Steelers  Steelers,17,27,63.0,,,,,,0,0,Steelers  Steelers,17,63.0,27,100.0,0,1,Steelers  Steelers,0,0,0,0.0,0,0.0,0,0,0,0,Steelers  Steelers,0.0,0,79,43.7,0,3455,0,0,0,0,0,0,0,0,0,Steelers  Steelers,7.5,35,264,1,0,0,0,0,0,0,1971
4,Cardinals  Cardinals,385,170,44.2,6.9,2656,14,26,51.6,0,0.0,0,0,0,19,185,Cardinals  Cardinals,417,1530,3.7,8,0,0,0,0,0.0,0,Cardinals  Cardinals,170,2656,15.6,14,0,0,0,0,0.0,0,Cardinals  Cardinals,8,14,24,0,Cardinals  Cardinals,0,0,0,0,0,0.0,0,0.0,821,Cardinals  Cardinals,375,212,56.5,6.8,2380,12,17,69.3,0,0.0,0,0,0,20,Cardinals  Cardinals,486,1985,4.1,10,0,0,0,0,0.0,0,Cardinals  Cardinals,212,2546,12.0,12,0,0,0,0,0.0,0,0,Cardinals  Cardinals,0,0,1,Cardinals  Cardinals,0,0,0,0,0,0.0,0,0.0,881,Cardinals  Cardinals,0,0,0,0,Cardinals  Cardinals,0,0,0,0,0,Cardinals  Cardinals,17,1,191,0,Cardinals  Cardinals,21,32,65.6,,,,,,0,0,Cardinals  Cardinals,21,65.6,24,100.0,1,0,Cardinals  Cardinals,0,0,0,0.0,0,0.0,0,0,0,0,Cardinals  Cardinals,0.0,0,61,38.8,0,2364,0,0,0,0,0,0,0,0,0,Cardinals  Cardinals,7.8,30,234,0,0,0,0,0,0,0,1971
